dataset,version,doi,license,access_date,source_url,record_id,local_path,sha256,included,exclusion_reason
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o10.dat,f2o10,data/raw/fantasia/1.0.0/f2o10.dat,1acda8b03a0035715bea8ff4169918ae28a6e144b11371b8ce55c5c440a69013,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o10.hea,f2o10,data/raw/fantasia/1.0.0/f2o10.hea,8dcbe2c3eaed4fff1bbea9d0dc51c8b333bbd3ebe47073ceda4ae02a02625285,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o10.ecg,f2o10,data/raw/fantasia/1.0.0/f2o10.ecg,573faf1b1a3f25b48443d9467da3ad632f4ab35bbc36835a7d697eb5f547a581,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y01.dat,f2y01,data/raw/fantasia/1.0.0/f2y01.dat,aec272b391cb2f43785272901233ce87d10ae72486c53108f78a365cecaa7a63,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y01.hea,f2y01,data/raw/fantasia/1.0.0/f2y01.hea,4074b8fe12804229305d6e84c92453205dab5cce704856dadfc16e94ad6435a0,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y01.ecg,f2y01,data/raw/fantasia/1.0.0/f2y01.ecg,e8632c4adf93a08819d126781a489287c6687d894ca4321bc6adc3b3ac5cc75d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y02.dat,f2y02,data/raw/fantasia/1.0.0/f2y02.dat,3a6308b2b650fe67209472737fcbc4a72bdbe85c39cdfe75f70f1d9fe9d1a8cd,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y02.hea,f2y02,data/raw/fantasia/1.0.0/f2y02.hea,9de8b532de4913dcd10e5355518bee34e8ea2b416069ec563c11c110afa9986d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y02.ecg,f2y02,data/raw/fantasia/1.0.0/f2y02.ecg,40277ec9ea37721bd609def2cadd245fc7334ea069b0fefda12a3752306f28b6,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y03.dat,f2y03,data/raw/fantasia/1.0.0/f2y03.dat,90a21e062cf79cc7d90ba471f4fec90aa5edebc1dffd21825dee88b43147f75f,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y03.hea,f2y03,data/raw/fantasia/1.0.0/f2y03.hea,5af18ef02528d0a62d7bc3d237d259c5dabded7c60c70eedc503a33d5e84c565,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y03.ecg,f2y03,data/raw/fantasia/1.0.0/f2y03.ecg,94f38e05f6a275cb7e4ed97fafd1fedd14f2650a17933942fb6af3cd5ee295cd,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y04.dat,f2y04,data/raw/fantasia/1.0.0/f2y04.dat,a1e15d99b3786f59579eebbd20664ae01db7445997d32c2683de68e0672409e6,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y04.hea,f2y04,data/raw/fantasia/1.0.0/f2y04.hea,1b1cae21d75482e3c50c7d31f98e9506f5b0424814d1e5fa36373ba56f19a05d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y04.ecg,f2y04,data/raw/fantasia/1.0.0/f2y04.ecg,95e8bd52abf666c69d4af70abefb862c3d659040c5edbecbd8af25f99b6d312e,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y05.dat,f2y05,data/raw/fantasia/1.0.0/f2y05.dat,95dd897805032a64b865ab9a005328e29acee48f7ab380d7f66c8c15f670faaa,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y05.hea,f2y05,data/raw/fantasia/1.0.0/f2y05.hea,de538fe68c7bc7b6a4ceccad35117a8bfc4a66c1d4a89dde8c0036dcb37d9c99,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y05.ecg,f2y05,data/raw/fantasia/1.0.0/f2y05.ecg,e87c9db8d1ad046ade25cf1cc1651102da442c5e7236140f140aac34c3c1d78d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y06.dat,f2y06,data/raw/fantasia/1.0.0/f2y06.dat,93b865bba47500e7f3e4023420c99baea6ee3933c02c5baec8e99ad7ceedabee,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y06.hea,f2y06,data/raw/fantasia/1.0.0/f2y06.hea,6c7eb0d512356688ce7332e52e58cf9b8312ec7cd0e08df9221d626d31fa8463,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y06.ecg,f2y06,data/raw/fantasia/1.0.0/f2y06.ecg,6050fea01a3c76009f47d27083cedf617192f229646757eeccf49c316dd36564,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y07.dat,f2y07,data/raw/fantasia/1.0.0/f2y07.dat,c2628d2d2255f0f8dedb2facb4876770385aca104fe127efb44df39376926be3,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y07.hea,f2y07,data/raw/fantasia/1.0.0/f2y07.hea,8eb44ce7d8cb71ed8b424326618ebfa78d68e813a37175a6ae1a1e9ac406ab8c,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y07.ecg,f2y07,data/raw/fantasia/1.0.0/f2y07.ecg,e9e79b22084b74212c7d918b8fb3c92ff26ec481ecbf9c3b8ef8e01b3010337e,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y08.dat,f2y08,data/raw/fantasia/1.0.0/f2y08.dat,e6144de46de9b0ed7a9f778d81c0849c18c09b38175a4cfa0817711ebf94f5ac,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y08.hea,f2y08,data/raw/fantasia/1.0.0/f2y08.hea,a3a8aea8b080612cf66b7d97802bff3d845efe94eb292d3263eab85b2441b432,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y08.ecg,f2y08,data/raw/fantasia/1.0.0/f2y08.ecg,2aabd805023bf3f41fd691eaf000c235221f8f2a0fa71685158fca49e812a7df,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y09.dat,f2y09,data/raw/fantasia/1.0.0/f2y09.dat,295433d855339d2987cdd2c06b8b7a9bf6b20c4d81930f65409f9f640969385b,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y09.hea,f2y09,data/raw/fantasia/1.0.0/f2y09.hea,0d9c147b527ce68ba3bfe5c069a21b85765b210dda22bd3840f3b8289b09746f,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y09.ecg,f2y09,data/raw/fantasia/1.0.0/f2y09.ecg,b78d469b29d5077690cb922034ce2126a14717e2a6a46a9ff30ee9f7b5551249,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y10.dat,f2y10,data/raw/fantasia/1.0.0/f2y10.dat,b08bcf4348a4ecf8e0f1e8c1550400240cbf51bb8b814c454a19604c7570a443,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y10.hea,f2y10,data/raw/fantasia/1.0.0/f2y10.hea,6a9a78d677c7f4f5ec47da3cfd5b978c86196e5b2f38fa349e53af0ed417c174,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2y10.ecg,f2y10,data/raw/fantasia/1.0.0/f2y10.ecg,7a9e364992dfbd47f9349f4f7372b369c0e3ca9ee45fcfc8b6bf353a903725c4,true,
